<DATE>,<OPEN>,<HIGH>,<LOW>,<CLOSE>
25/10/18,111940,111940,111920,111920
25/10/18,111930,111930,111860,111860
25/10/18,111850,111920,111830,111880
25/10/18,111890,111900,111770,111850
25/10/18,111850,111850,111800,111810
25/10/18,111830,111910,111820,111900
25/10/18,111900,111910,111870,111900
25/10/18,111890,111940,111890,111930
25/10/18,111930,111930,111840,111870
25/10/18,111870,111890,111820,111880
25/10/18,111870,111960,111870,111960
25/10/18,111960,111960,111920,111920
25/10/18,111940,111960,111920,111940
25/10/18,111940,111940,111920,111930
25/10/18,111930,111950,111920,111940
25/10/18,111940,112020,111940,112020
25/10/18,112020,112050,111990,112030
25/10/18,112010,112010,111950,111970
25/10/18,111970,111990,111940,111960
25/10/18,111960,111960,111850,111870
25/10/18,111860,111910,111830,111910
25/10/18,111890,111900,111870,111890
25/10/18,111890,111890,111840,111860
25/10/18,111860,111870,111850,111870
25/10/18,111860,111860,111820,111830
25/10/18,111840,111860,111820,111840
25/10/18,111830,111830,111790,111810
25/10/18,111790,111830,111790,111820
25/10/18,111810,111840,111790,111790
25/10/18,111790,111800,111770,111780
25/10/18,111780,111790,111710,111740
25/10/18,111750,111750,111710,111740
25/10/18,111740,111760,111720,111720
25/10/18,111730,111750,111710,111740
25/10/18,111740,111760,111730,111760
25/10/18,111760,111780,111750,111750
25/10/18,111750,111760,111750,111750
25/10/18,111750,111760,111750,111750
25/10/18,111750,111760,111720,111730
25/10/18,111730,111760,111730,111760
25/10/18,111760,111760,111750,111760
25/10/18,111760,111760,111750,111750
25/10/18,111760,111770,111750,111770
25/10/18,111760,111760,111740,111760
25/10/18,111750,111760,111750,111760
25/10/18,111770,111770,111740,111770
25/10/18,111770,111780,111770,111780
25/10/18,111780,111850,111780,111850
25/10/18,111840,111890,111840,111860
25/10/18,111860,111870,111840,111850
25/10/18,111850,111860,111830,111850
25/10/18,111850,111850,111830,111840
25/10/18,111840,111840,111840,111840
25/10/18,111850,111850,111780,111780
25/10/18,111790,111790,111740,111750
25/10/18,111740,111760,111720,111760
25/10/18,111750,111780,111750,111770
25/10/18,111770,111780,111760,111760
25/10/18,111760,111770,111740,111740
25/10/18,111740,111780,111740,111770
25/10/18,111760,111790,111750,111770
25/10/18,111770,111780,111770,111780
25/10/18,111780,111790,111770,111790
25/10/18,111790,111800,111780,111790
25/10/18,111780,111790,111780,111780
25/10/18,111790,111800,111780,111790
25/10/18,111780,111800,111760,111780
25/10/18,111780,111800,111760,111800
23/11/18,113450,113450,112880,112890
23/11/18,112880,112890,112670,112700
23/11/18,112690,112790,112660,112730
23/11/18,112720,112790,112720,112740
23/11/18,112730,112760,112710,112740
23/11/18,112720,112830,112720,112820
23/11/18,112820,112820,112750,112760
23/11/18,112760,112810,112740,112780
23/11/18,112790,112820,112780,112810
23/11/18,112820,112830,112800,112810
23/11/18,112810,112850,112780,112820
23/11/18,112810,112820,112770,112810
23/11/18,112800,112810,112750,112790
23/11/18,112780,112800,112770,112790
23/11/18,112790,112800,112770,112780
23/11/18,112790,112800,112750,112780
23/11/18,112770,112770,112690,112710
23/11/18,112700,112870,112690,112860
23/11/18,112850,112850,112710,112740
23/11/18,112730,112770,112700,112740
23/11/18,112750,112750,112570,112610
23/11/18,112600,112650,112540,112590
23/11/18,112590,112600,112570,112600
23/11/18,112600,112640,112590,112630
23/11/18,112640,112650,112610,112640
23/11/18,112640,112650,112580,112590
23/11/18,112590,112590,112480,112540
23/11/18,112540,112560,112510,112550
23/11/18,112550,112610,112530,112600
23/11/18,112600,112610,112500,112530
23/11/18,112530,112540,112440,112470
23/11/18,112470,112560,112470,112510
23/11/18,112520,112550,112500,112540
23/11/18,112540,112550,112520,112540
23/11/18,112540,112600,112540,112590
23/11/18,112590,112610,112570,112590
23/11/18,112590,112590,112520,112560
23/11/18,112550,112580,112540,112540
23/11/18,112550,112640,112540,112630
23/11/18,112630,112640,112600,112630
23/11/18,112630,112660,112600,112620
23/11/18,112620,112620,112550,112570
23/11/18,112560,112610,112540,112610
23/11/18,112610,112630,112580,112600
23/11/18,112600,112630,112570,112610
23/11/18,112600,112610,112580,112590
23/11/18,112590,112620,112570,112620
23/11/18,112620,112650,112620,112640
23/11/18,112630,112720,112630,112670
23/11/18,112650,112700,112640,112700
23/11/18,112700,112710,112640,112690
23/11/18,112690,112750,112690,112750
23/11/18,112750,112770,112730,112770
23/11/18,112770,112820,112760,112780
23/11/18,112780,112840,112750,112810
23/11/18,112810,112810,112750,112780
23/11/18,112780,112790,112760,112770
23/11/18,112780,112820,112760,112820
23/11/18,112800,112810,112720,112780
23/11/18,112770,112780,112730,112770
23/11/18,112770,112810,112730,112740
23/11/18,112740,112790,112730,112760
23/11/18,112750,112760,112680,112730
23/11/18,112740,112750,112690,112730
23/11/18,112730,112730,112680,112680
23/11/18,112690,112700,112540,112610
23/11/18,112600,112650,112570,112610
23/11/18,112600,112650,112580,112610
23/11/18,112590,112640,112550,112630
23/11/18,112640,112640,112550,112590
23/11/18,112600,112630,112540,112550
23/11/18,112560,112560,112480,112520
23/11/18,112520,112600,112520,112560
23/11/18,112570,112640,112570,112630
23/11/18,112620,112690,112600,112690
23/11/18,112700,112700,112590,112660
23/11/18,112670,112700,112630,112700
23/11/18,112690,112770,112690,112720
23/11/18,112720,112760,112670,112750
23/11/18,112760,112790,112720,112770
23/11/18,112780,112880,112730,112810
23/11/18,112810,112890,112810,112850
23/11/18,112850,112850,112790,112790
23/11/18,112790,112800,112720,112720
23/11/18,112720,112750,112670,112730
23/11/18,112730,112740,112620,112620
23/11/18,112630,112740,112620,112690
23/11/18,112680,112730,112650,112710
23/11/18,112710,112850,112710,112810
23/11/18,112810,112900,112810,112880
23/11/18,112890,112890,112690,112710
23/11/18,112710,112760,112640,112670
23/11/18,112660,112690,112630,112670
23/11/18,112660,112690,112620,112640
23/11/18,112630,112650,112570,112650
23/11/18,112650,112650,112530,112570
23/11/18,112560,112650,112550,112640
23/11/18,112640,112640,112540,112560
23/11/18,112560,112650,112500,112610
23/11/18,112590,112600,112540,112560
23/11/18,112550,112660,112550,112650
23/11/18,112660,112760,112620,112690
23/11/18,112700,112720,112640,112700
23/11/18,112700,112780,112700,112760
23/11/18,112750,112780,112710,112730
23/11/18,112720,112760,112690,112690
23/11/18,112700,112730,112670,112720
23/11/18,112720,112730,112690,112690
23/11/18,112700,112710,112680,112680
23/11/18,112680,112710,112650,112650
23/11/18,112650,112710,112650,112690
23/11/18,112680,112760,112680,112730
23/11/18,112740,112750,112690,112690
23/11/18,112680,112700,112610,112650
23/11/18,112660,112660,112620,112630
23/11/18,112610,112640,112590,112630
23/11/18,112640,112650,112590,112620
23/11/18,112630,112650,112610,112650
23/11/18,112650,112690,112640,112690
23/11/18,112670,112710,112630,112640
23/11/18,112640,112640,112570,112610
23/11/18,112620,112650,112600,112620
23/11/18,112640,112700,112620,112700
23/11/18,112680,112700,112650,112680
23/11/18,112690,112720,112670,112710
23/11/18,112690,112690,112650,112670
23/11/18,112680,112680,112620,112620
23/11/18,112620,112640,112590,112610
23/11/18,112610,112650,112580,112650
23/11/18,112640,112650,112630,112640
23/11/18,112630,112660,112620,112660
23/11/18,112660,112660,112630,112630
23/11/18,112640,112640,112590,112600
23/11/18,112620,112740,112570,112720
23/11/18,112710,112780,112700,112750
23/11/18,112760,112800,112710,112750
23/11/18,112760,112780,112690,112720
23/11/18,112710,112770,112710,112770
23/11/18,112770,112770,112720,112740
23/11/18,112750,112770,112720,112760
23/11/18,112750,112760,112700,112700
23/11/18,112700,112710,112580,112610
23/11/18,112600,112610,112520,112570
23/11/18,112570,112620,112560,112610
23/11/18,112610,112710,112610,112710
23/11/18,112700,112700,112620,112640
23/11/18,112630,112630,112600,112610
23/11/18,112610,112650,112600,112650
23/11/18,112640,112690,112640,112670
23/11/18,112650,112660,112570,112580
23/11/18,112580,112590,112420,112480
23/11/18,112480,112560,112470,112560
23/11/18,112550,112620,112540,112600
23/11/18,112590,112610,112540,112570
23/11/18,112570,112590,112510,112510
23/11/18,112530,112560,112520,112550
23/11/18,112540,112600,112520,112580
23/11/18,112570,112610,112530,112540
23/11/18,112540,112580,112530,112580
23/11/18,112580,112590,112530,112580
23/11/18,112580,112620,112550,112580
23/11/18,112590,112600,112580,112580
23/11/18,112570,112580,112540,112560
23/11/18,112560,112570,112500,112510
23/11/18,112500,112560,112500,112550
23/11/18,112550,112580,112550,112560
23/11/18,112560,112600,112550,112570
23/11/18,112570,112570,112520,112540
23/11/18,112530,112610,112530,112610
23/11/18,112600,112650,112590,112630
23/11/18,112630,112640,112560,112580
23/11/18,112580,112650,112580,112640
23/11/18,112640,112650,112620,112620
23/11/18,112620,112630,112570,112570
23/11/18,112570,112610,112570,112610
23/11/18,112600,112600,112570,112570
23/11/18,112580,112580,112560,112580
23/11/18,112590,112600,112590,112600
23/11/18,112580,112590,112570,112580
23/11/18,112590,112600,112570,112570
23/11/18,112570,112600,112550,112560
23/11/18,112550,112570,112510,112560
23/11/18,112570,112570,112510,112510
23/11/18,112510,112560,112500,112560
23/11/18,112550,112560,112550,112550
23/11/18,112550,112550,112530,112550
23/11/18,112550,112570,112530,112560
23/11/18,112560,112600,112540,112590
23/11/18,112600,112600,112580,112580
23/11/18,112570,112590,112560,112570
23/11/18,112550,112600,112550,112580
23/11/18,112590,112650,112590,112650
23/11/18,112650,112730,112640,112700
23/11/18,112690,112710,112650,112670
23/11/18,112670,112670,112630,112660
23/11/18,112650,112670,112610,112610
23/11/18,112610,112630,112580,112590
23/11/18,112600,112620,112580,112580
23/11/18,112580,112590,112540,112590
23/11/18,112580,112590,112550,112560
23/11/18,112550,112580,112520,112540
23/11/18,112560,112560,112520,112560
23/11/18,112560,112570,112550,112570
23/11/18,112560,112580,112560,112570
23/11/18,112560,112570,112550,112570
23/11/18,112560,112570,112500,112530
23/11/18,112520,112530,112500,112520
23/11/18,112510,112540,112510,112510
23/11/18,112520,112520,112320,112330
23/11/18,112320,112330,112180,112180
23/11/18,112180,112260,112150,112190
23/11/18,112200,112240,112110,112120
23/11/18,112120,112130,112030,112080
23/11/18,112080,112150,112050,112120
23/11/18,112120,112150,112070,112100
23/11/18,112100,112110,111980,112010
23/11/18,112010,112010,111830,111830
23/11/18,111850,111920,111770,111810
23/11/18,111810,111840,111740,111800
23/11/18,111810,111850,111740,111810
23/11/18,111830,111830,111750,111790
23/11/18,111790,111870,111760,111850
23/11/18,111850,111920,111830,111880
23/11/18,111870,111930,111860,111920
23/11/18,111910,111960,111850,111930
23/11/18,111930,111940,111850,111900
23/11/18,111900,111910,111860,111890
23/11/18,111880,111940,111850,111920
23/11/18,111940,111940,111870,111910
23/11/18,111900,111930,111850,111850
23/11/18,111870,111880,111820,111870
23/11/18,111870,111900,111840,111870
23/11/18,111870,111890,111840,111870
23/11/18,111880,111940,111880,111920
23/11/18,111920,111920,111840,111920
23/11/18,111920,111920,111690,111710
23/11/18,111710,111830,111660,111810
23/11/18,111820,111820,111750,111800
23/11/18,111790,111820,111760,111810
23/11/18,111810,111820,111660,111670
23/11/18,111680,111790,111670,111740
23/11/18,111740,111740,111680,111700
23/11/18,111700,111720,111620,111660
23/11/18,111650,111710,111650,111690
23/11/18,111680,111700,111620,111660
23/11/18,111660,111720,111600,111650
23/11/18,111650,111660,111610,111610
23/11/18,111610,111610,111580,111590
23/11/18,111600,111620,111590,111620
23/11/18,111610,111650,111600,111630
23/11/18,111630,111690,111620,111680
23/11/18,111670,111750,111670,111730
23/11/18,111750,111770,111710,111760
23/11/18,111770,111770,111710,111750
23/11/18,111750,111770,111720,111730
23/11/18,111730,111790,111730,111740
23/11/18,111750,111760,111720,111750
23/11/18,111730,111750,111720,111740
23/11/18,111730,111770,111710,111760
23/11/18,111760,111760,111710,111720
23/11/18,111720,111740,111690,111720
23/11/18,111730,111770,111710,111730
23/11/18,111720,111750,111700,111750
23/11/18,111760,111780,111750,111770
23/11/18,111760,111770,111710,111730
23/11/18,111740,111920,111700,111910
23/11/18,111900,111950,111840,111850
23/11/18,111850,111850,111800,111810
23/11/18,111830,111830,111790,111800
23/11/18,111810,111810,111780,111790
23/11/18,111790,111820,111770,111810
23/11/18,111810,111820,111770,111770
23/11/18,111770,111790,111750,111760
23/11/18,111760,111790,111750,111780
23/11/18,111770,111820,111750,111810
23/11/18,111820,111870,111790,111800
23/11/18,111800,111820,111780,111780
23/11/18,111770,111800,111770,111780
23/11/18,111780,111830,111780,111800
23/11/18,111800,111840,111800,111820
23/11/18,111840,111840,111770,111790
23/11/18,111800,111820,111760,111800
23/11/18,111790,111820,111790,111800
23/11/18,111800,111810,111780,111810
23/11/18,111800,111810,111780,111810
23/11/18,111810,111820,111790,111800
23/11/18,111790,111790,111760,111760
23/11/18,111770,111840,111750,111810
23/11/18,111800,111810,111780,111800
23/11/18,111800,111800,111760,111780
23/11/18,111790,111790,111730,111770
23/11/18,111780,111840,111770,111830
23/11/18,111820,111840,111770,111770
23/11/18,111770,111790,111740,111770
23/11/18,111760,111780,111740,111770
23/11/18,111780,111820,111750,111800
23/11/18,111790,111800,111770,111780
23/11/18,111780,111800,111760,111800
23/11/18,111800,111820,111770,111820
23/11/18,111820,111860,111820,111860
23/11/18,111860,111860,111770,111790
23/11/18,111790,111790,111740,111750
23/11/18,111750,111770,111720,111750
23/11/18,111760,111780,111720,111750
23/11/18,111750,111750,111700,111720
23/11/18,111730,111770,111710,111760
23/11/18,111770,111780,111710,111730
23/11/18,111740,111790,111720,111780
23/11/18,111790,111820,111760,111820
23/11/18,111800,111810,111770,111790
23/11/18,111790,111830,111760,111820
23/11/18,111820,111880,111810,111880
23/11/18,111870,111880,111830,111840
23/11/18,111840,111880,111830,111870
23/11/18,111870,111870,111840,111840
23/11/18,111830,111850,111820,111830
23/11/18,111830,111840,111780,111820
23/11/18,111820,111860,111810,111850
23/11/18,111850,111880,111840,111860
23/11/18,111860,111890,111840,111890
23/11/18,111890,111930,111860,111880
23/11/18,111860,111900,111860,111880
23/11/18,111890,111890,111850,111850
23/11/18,111830,111840,111800,111840
23/11/18,111840,111890,111840,111860
23/11/18,111840,111880,111840,111860
23/11/18,111850,111890,111820,111830
23/11/18,111840,111840,111790,111790
23/11/18,111800,111840,111800,111840
23/11/18,111830,111830,111800,111800
23/11/18,111810,111830,111800,111820
23/11/18,111830,111910,111830,111880
23/11/18,111880,111920,111880,111900
23/11/18,111900,111900,111870,111890
23/11/18,111880,111900,111860,111880
23/11/18,111890,112060,111880,111990
23/11/18,111980,111990,111960,111980
23/11/18,111990,112000,111940,111950
23/11/18,111950,112000,111950,112000
23/11/18,112000,112000,111970,111970
23/11/18,111980,112000,111970,111980
23/11/18,111990,112000,111960,111990
23/11/18,111990,112020,111990,111990
23/11/18,112000,112010,111960,112010
23/11/18,112010,112020,111980,111980
23/11/18,112000,112100,111990,112080
23/11/18,112090,112150,112040,112120
23/11/18,112120,112240,112120,112180
23/11/18,112190,112230,112170,112210
23/11/18,112210,112230,112170,112180
23/11/18,112190,112190,112110,112120
23/11/18,112120,112130,112110,112120
23/11/18,112120,112130,112080,112130
23/11/18,112120,112170,112110,112110
23/11/18,112110,112120,112070,112080
23/11/18,112100,112110,111990,112020
23/11/18,112020,112040,111950,111990
23/11/18,111990,112040,111960,112000
23/11/18,112000,112020,111960,111970
23/11/18,111960,112000,111950,111980
23/11/18,111990,111990,111890,111910
23/11/18,111900,111940,111860,111920
23/11/18,111910,111990,111910,111960
23/11/18,111960,111960,111930,111960
23/11/18,111950,111970,111920,111930
23/11/18,111920,111940,111860,111870
23/11/18,111880,111900,111840,111840
23/11/18,111840,111880,111830,111840
23/11/18,111850,111860,111770,111800
23/11/18,111800,111860,111790,111830
23/11/18,111840,111840,111720,111730
23/11/18,111740,111780,111680,111750
23/11/18,111770,111770,111720,111730
23/11/18,111730,111760,111700,111720
23/11/18,111730,111750,111680,111690
23/11/18,111690,111740,111660,111680
23/11/18,111680,111700,111540,111580
23/11/18,111580,111670,111560,111630
23/11/18,111630,111660,111600,111660
23/11/18,111650,111670,111630,111660
23/11/18,111640,111700,111640,111690
23/11/18,111700,111710,111660,111680
23/11/18,111680,111690,111630,111670
23/11/18,111670,111670,111640,111660
23/11/18,111650,111650,111610,111620
23/11/18,111620,111650,111500,111540
23/11/18,111540,111540,111410,111430
23/11/18,111440,111450,111210,111210
23/11/18,111210,111280,111160,111160
23/11/18,111160,111240,111130,111210
23/11/18,111200,111220,111150,111150
23/11/18,111150,111260,111140,111250
23/11/18,111250,111250,111160,111240
23/11/18,111230,111240,111150,111180
23/11/18,111160,111220,111150,111200
23/11/18,111190,111210,111160,111170
23/11/18,111180,111180,111110,111130
23/11/18,111120,111130,111060,111080
23/11/18,111070,111170,111040,111170
23/11/18,111170,111180,111110,111130
23/11/18,111120,111250,111110,111250
23/11/18,111230,111250,111180,111200
23/11/18,111190,111250,111190,111230
23/11/18,111230,111240,111180,111220
23/11/18,111210,111260,111200,111230
23/11/18,111240,111240,111200,111240
23/11/18,111230,111260,111200,111230
23/11/18,111230,111230,111190,111200
23/11/18,111190,111210,111180,111200
23/11/18,111210,111210,111150,111160
23/11/18,111160,111180,111070,111160
23/11/18,111140,111150,111100,111130
23/11/18,111140,111230,111120,111220
23/11/18,111220,111270,111210,111240
23/11/18,111240,111240,111160,111170
23/11/18,111170,111210,111110,111210
23/11/18,111200,111270,111190,111240
23/11/18,111240,111300,111240,111290
23/11/18,111280,111340,111270,111300
23/11/18,111300,111340,111280,111320
23/11/18,111320,111320,111250,111250
23/11/18,111260,111260,111210,111220
23/11/18,111220,111260,111220,111250
23/11/18,111250,111310,111250,111290
23/11/18,111280,111280,111250,111280
23/11/18,111280,111280,111160,111200
23/11/18,111200,111280,111200,111250
23/11/18,111250,111280,111220,111230
23/11/18,111220,111220,111120,111140
23/11/18,111140,111270,111130,111270
23/11/18,111280,111280,111210,111230
23/11/18,111230,111250,111200,111200
23/11/18,111210,111270,111200,111240
23/11/18,111230,111240,111190,111200
23/11/18,111210,111210,111180,111190
23/11/18,111190,111260,111180,111250
23/11/18,111240,111240,111170,111200
23/11/18,111200,111230,111190,111230
23/11/18,111230,111230,111170,111200
23/11/18,111200,111240,111160,111220
23/11/18,111210,111290,111210,111290
23/11/18,111280,111300,111220,111230
23/11/18,111240,111340,111230,111330
23/11/18,111320,111340,111270,111290
23/11/18,111290,111300,111250,111260
23/11/18,111270,111320,111220,111260
23/11/18,111250,111400,111250,111290
23/11/18,111280,111300,111210,111230
23/11/18,111220,111220,111170,111200
23/11/18,111200,111260,111170,111260
23/11/18,111240,111240,111130,111130
23/11/18,111130,111170,111120,111160
23/11/18,111160,111190,111140,111150
23/11/18,111150,111180,111100,111140
23/11/18,111140,111140,111080,111100
23/11/18,111090,111100,110950,111000
23/11/18,111010,111080,111000,111040
23/11/18,111020,111090,110990,111060
23/11/18,111060,111140,111060,111100
23/11/18,111100,111100,111040,111040
23/11/18,111030,111040,110990,111000
23/11/18,111000,111060,110970,110980
23/11/18,110980,111020,110960,111010
23/11/18,111000,111000,110840,110860
23/11/18,110860,110920,110810,110870
23/11/18,110870,110890,110740,110780
23/11/18,110770,110810,110750,110760
23/11/18,110760,110800,110740,110750
23/11/18,110740,110800,110710,110770
23/11/18,110760,110780,110700,110740
23/11/18,110730,110880,110710,110840
23/11/18,110830,111030,110830,111000
23/11/18,111000,111120,111000,111100
23/11/18,111100,111110,111020,111020
23/11/18,111030,111060,111000,111010
23/11/18,111010,111050,110960,110990
23/11/18,111000,111060,110980,111020
23/11/18,111010,111050,111000,111030
23/11/18,111020,111050,110960,110980
23/11/18,110990,111030,110920,110990
23/11/18,111000,111020,110890,110940
23/11/18,110940,110990,110930,110980
23/11/18,110990,111050,110960,111040
23/11/18,111040,111060,111000,111050
23/11/18,111050,111100,111030,111100
23/11/18,111100,111150,111050,111060
23/11/18,111060,111070,110920,110950
23/11/18,110940,111000,110890,110900
23/11/18,110910,110960,110880,110930
23/11/18,110930,110960,110900,110950
23/11/18,110940,110980,110890,110940
23/11/18,110930,110960,110870,110900
23/11/18,110900,110910,110800,110880
23/11/18,110880,110960,110870,110960
23/11/18,110960,110990,110940,110980
23/11/18,110970,110990,110920,110960
23/11/18,110970,110970,110830,110890
23/11/18,110890,110930,110870,110870
23/11/18,110870,110870,110740,110780
23/11/18,110790,110840,110710,110740
23/11/18,110740,110840,110730,110800
23/11/18,110810,110850,110780,110850
23/11/18,110840,110860,110820,110860
23/11/18,110840,110870,110820,110840
23/11/18,110830,110870,110820,110830
23/11/18,110830,110880,110770,110870
23/11/18,110860,110950,110830,110920
23/11/18,110920,111040,110920,110990
23/11/18,111000,111030,110930,111000
23/11/18,111000,111030,110940,110960
23/11/18,110950,110960,110880,110930
23/11/18,110930,111000,110930,110980
23/11/18,111000,111010,110930,110950
23/11/18,110950,110950,110880,110910
23/11/18,110910,110990,110900,110990
23/11/18,111000,111090,110980,111060
23/11/18,111060,111110,111050,111080
23/11/18,111060,111130,111060,111100
23/11/18,111090,111100,110970,111020
23/11/18,111010,111020,110950,110960
23/11/18,110910,111140,110760,111070
23/11/18,111060,111140,111000,111090
23/11/18,111090,111100,111000,111040
23/11/18,111040,111050,111010,111040
23/11/18,111050,111070,111000,111040
23/11/18,111030,111190,111020,111170
23/11/18,111160,111170,111110,111150
23/11/18,111160,111160,111060,111110
23/11/18,111100,111110,111050,111070
23/11/18,111070,111100,111050,111060
23/11/18,111050,111090,111030,111070
23/11/18,111070,111070,110880,110890
23/11/18,110890,111000,110850,110980
23/11/18,110980,111040,110960,111040
23/11/18,111030,111070,111010,111040
23/11/18,111030,111120,111030,111110
23/11/18,111100,111130,111090,111130
23/11/18,111120,111180,111110,111160
23/11/18,111160,111160,111100,111120
23/11/18,111130,111130,111100,111130
23/11/18,111130,111200,111100,111170
23/11/18,111170,111190,111120,111130
23/11/18,111120,111140,111080,111090
23/11/18,111080,111120,111020,111060
23/11/18,111070,111080,111000,111020
23/11/18,111020,111040,110990,111010
23/11/18,111000,111020,110960,110990
23/11/18,110990,111040,110900,111020
23/11/18,111020,111090,111020,111050
23/11/18,111060,111080,111000,111010
23/11/18,111010,111030,110960,111000
23/11/18,110990,111010,110970,111000
23/11/18,111000,111000,110930,110960
23/11/18,110960,110980,110940,110960
23/11/18,110970,111000,110950,110960
23/11/18,110960,110970,110920,110930
23/11/18,110930,110990,110930,110960
23/11/18,110970,110990,110850,110900
23/11/18,110900,110910,110860,110900
23/11/18,110900,110940,110900,110940
23/11/18,110940,110940,110840,110840
23/11/18,110870,110890,110810,110890
23/11/18,110890,110900,110880,110880
23/11/18,110890,110920,110880,110910
23/11/18,110920,110960,110920,110960
23/11/18,110950,110970,110930,110950
23/11/18,110960,110960,110920,110930
23/11/18,110920,110920,110910,110910
23/11/18,110910,110930,110880,110890
23/11/18,110880,110910,110880,110900
23/11/18,110900,110930,110880,110910
23/11/18,110910,110920,110820,110840
23/11/18,110840,110880,110830,110880
23/11/18,110870,110880,110800,110820
23/11/18,110810,110860,110810,110830
23/11/18,110820,110860,110790,110860
23/11/18,110860,110860,110820,110830
23/11/18,110820,110820,110790,110810
23/11/18,110800,110800,110770,110800
23/11/18,110800,110810,110760,110770
23/11/18,110770,110850,110760,110850
23/11/18,110850,110870,110820,110840
23/11/18,110840,110870,110830,110850
23/11/18,110850,110860,110800,110800
23/11/18,110800,110850,110790,110800
23/11/18,110810,110820,110790,110810
23/11/18,110810,110920,110810,110900
23/11/18,110890,110890,110840,110850
23/11/18,110860,110880,110830,110840
23/11/18,110840,110860,110820,110820
23/11/18,110820,110850,110800,110850
23/11/18,110850,110880,110840,110860
23/11/18,110870,110880,110860,110860
23/11/18,110860,110870,110830,110850
23/11/18,110840,110870,110840,110870
23/11/18,110860,110900,110850,110900
23/11/18,110890,110900,110880,110900
23/11/18,110900,110900,110870,110890
23/11/18,110880,110890,110860,110890
23/11/18,110890,110910,110880,110880
23/11/18,110890,110890,110870,110870
23/11/18,110880,110880,110860,110870
23/11/18,110880,110880,110860,110860
23/11/18,110870,110880,110850,110870
23/11/18,110870,110870,110830,110830
23/11/18,110850,110880,110830,110880
23/11/18,110870,110880,110830,110840
23/11/18,110840,110840,110820,110840
23/11/18,110840,110880,110840,110850
23/11/18,110860,110890,110860,110890
23/11/18,110870,110890,110860,110860
23/11/18,110860,110860,110850,110850
23/11/18,110850,110900,110850,110890
23/11/18,110890,110900,110890,110900
23/11/18,110910,110960,110910,110950
23/11/18,110940,110990,110940,110990
23/11/18,110990,111050,110990,111030
23/11/18,111040,111040,110980,110990
23/11/18,111000,111050,111000,111050
23/11/18,111040,111100,111030,111100
23/11/18,111100,111100,111070,111100
23/11/18,111100,111120,111090,111110
23/11/18,111110,111130,111100,111100
23/11/18,111110,111140,111110,111120
23/11/18,111140,111180,111130,111160
23/11/18,111180,111330,111170,111330
23/11/18,111330,111430,111320,111370
23/11/18,111360,111370,111270,111310
23/11/18,111310,111310,111210,111260
23/11/18,111260,111270,111220,111260
23/11/18,111250,111260,111210,111220
23/11/18,111220,111290,111210,111290
23/11/18,111280,111290,111260,111260
23/11/18,111260,111290,111220,111240
23/11/18,111250,111270,111230,111240
23/11/18,111240,111300,111220,111290
23/11/18,111280,111340,111270,111320
23/11/18,111320,111340,111250,111250
23/11/18,111260,111260,111220,111220
23/11/18,111210,111230,111120,111120
23/11/18,111130,111180,111120,111140
23/11/18,111130,111160,111110,111160
23/11/18,111170,111170,111120,111140
23/11/18,111130,111150,111120,111140
23/11/18,111140,111150,111140,111140
23/11/18,111130,111150,111110,111150
23/11/18,111150,111160,111070,111090
23/11/18,111090,111100,111070,111090
23/11/18,111080,111100,111060,111060
23/11/18,111060,111110,111050,111080
23/11/18,111080,111090,111070,111090
23/11/18,111080,111090,111060,111080
23/11/18,111090,111100,111080,111080
23/11/18,111080,111090,111070,111070
23/11/18,111070,111100,111070,111090
23/11/18,111090,111090,111040,111040
23/11/18,111040,111060,111040,111050
23/11/18,111050,111070,111050,111070
23/11/18,111070,111070,111070,111070
23/11/18,111070,111080,111060,111080
23/11/18,111060,111080,111060,111080
23/11/18,111080,111120,111080,111100
23/11/18,111100,111110,111100,111110
23/11/18,111100,111120,111100,111100
23/11/18,111100,111100,111090,111090
23/11/18,111100,111100,111090,111100
23/11/18,111100,111100,111070,111080
23/11/18,111090,111090,110980,110980
23/11/18,110970,110980,110840,110900
23/11/18,110900,110910,110880,110890
23/11/18,110900,110970,110890,110970
23/11/18,110970,111010,110970,111000
23/11/18,111010,111010,110970,110990
23/11/18,111000,111000,110960,110970
23/11/18,110980,110980,110950,110950
23/11/18,110940,110950,110930,110930
23/11/18,110940,110940,110870,110880
23/11/18,110880,110960,110880,110960
23/11/18,110950,110950,110900,110910
23/11/18,110910,110950,110910,110950
23/11/18,110950,110970,110950,110960
23/11/18,110970,110990,110960,110990
23/11/18,110990,110990,110980,110980
23/11/18,110980,111000,110970,110980
23/11/18,110980,111000,110960,110970
23/11/18,110970,110980,110960,110960
23/11/18,110960,110980,110960,110980
23/11/18,110980,111010,110980,111000
23/11/18,111010,111010,111000,111000
23/11/18,111000,111040,111000,111040
23/11/18,111030,111040,111020,111030
23/11/18,111030,111030,111020,111030
23/11/18,111020,111100,111020,111080
23/11/18,111080,111120,111070,111100
23/11/18,111110,111120,111090,111110
23/11/18,111120,111230,111120,111220
23/11/18,111230,111230,111180,111210
23/11/18,111220,111220,111170,111170
23/11/18,111170,111180,111100,111110
23/11/18,111120,111140,111110,111110
23/11/18,111120,111150,111100,111150
23/11/18,111150,111160,111120,111160
23/11/18,111160,111170,111120,111120
23/11/18,111120,111120,111090,111110
23/11/18,111100,111130,111100,111120
23/11/18,111140,111150,111120,111140
23/11/18,111130,111140,111060,111060
